epoch,mjd,x,y,z
2021-10-23T19:24:00.000000 TDB,7966.808333333333,6876.570186099996,-1975.0009430500004,-660.0333925299999
2021-10-23T19:24:10.000000 TDB,7966.808449074074,6877.911687186998,-1992.9555967060255,-586.7375012845405
2021-10-23T19:24:20.000000 TDB,7966.808564814814,6878.490732680671,-2010.6982582310188,-513.3783102264046
2021-10-23T19:24:30.000000 TDB,7966.808680555556,6878.307527778611,-2028.2259030969715,-439.96372992310467
2021-10-23T19:24:40.000000 TDB,7966.808796296296,6877.362364330726,-2045.5355302578203,-366.50167790719934
2021-10-23T19:24:50.000000 TDB,7966.808912037037,6875.655620888321,-2062.624162379884,-293.00007780075106
2021-10-23T19:25:00.000000 TDB,7966.809027777777,6873.187762566199,-2079.488846441873,-219.46685843570128
2021-10-23T19:25:10.000000 TDB,7966.809143518519,6869.9593410103225,-2096.1266541113228,-145.9099529777562
2021-10-23T19:25:20.000000 TDB,7966.809259259259,6865.970994290521,-2112.534682357132,-72.33729804879773
2021-10-23T19:25:30.000000 TDB,7966.809375,6861.223446852118,-2128.7100536446706,1.2431671509374294
2021-10-23T19:25:40.000000 TDB,7966.80949074074,6855.717509393355,-2144.649916551681,74.82350172115754
2021-10-23T19:25:50.000000 TDB,7966.809606481482,6849.454078751882,-2160.351446104171,148.39576393060693
2021-10-23T19:26:00.000000 TDB,7966.809722222222,6842.4341377702085,-2175.811844407875,221.95201212097496
2021-10-23T19:26:10.000000 TDB,7966.809837962963,6834.658755207547,-2191.0283408036744,295.48430554717095
2021-10-23T19:26:20.000000 TDB,7966.809953703703,6826.12908557509,-2205.9981924764998,368.9847052672523
2021-10-23T19:26:30.000000 TDB,7966.810069444445,6816.846368986693,-2220.7186848229785,442.4452750678708
2021-10-23T19:26:40.000000 TDB,7966.810185185185,6806.811930979636,-2235.187131999467,515.8580822670821
2021-10-23T19:26:50.000000 TDB,7966.810300925926,6796.027182422105,-2249.4008771365216,589.2151986392166
2021-10-23T19:27:00.000000 TDB,7966.810416666666,6784.493619195317,-2263.357292894869,662.508701309397
2021-10-23T19:27:10.000000 TDB,7966.810532407408,6772.212822192663,-2277.0537818449,735.7306736157614
2021-10-23T19:27:20.000000 TDB,7966.810648148148,6759.186456860794,-2290.4877769538166,808.8732059460942
2021-10-23T19:27:30.000000 TDB,7966.810763888889,6745.416273249938,-2303.656741863015,881.9283967171081
2021-10-23T19:27:40.000000 TDB,7966.810879629629,6730.904105615927,-2316.5581713914935,954.8883532099003
2021-10-23T19:27:50.000000 TDB,7966.810995370371,6715.651872278061,-2329.1895918965215,1027.7451923820406
2021-10-23T19:28:00.000000 TDB,7966.811111111111,6699.661575293349,-2341.548561655189,1100.4910418686623
2021-10-23T19:28:10.000000 TDB,7966.811226851852,6682.935300180642,-2353.632671391879,1173.1180407846266
2021-10-23T19:28:20.000000 TDB,7966.811342592592,6665.475215815732,-2365.439544461497,1245.618340603976
2021-10-23T19:28:30.000000 TDB,7966.811458333334,6647.283573948,-2376.966837353773,1317.9841060515414
2021-10-23T19:28:40.000000 TDB,7966.811574074074,6628.362709042391,-2388.21224001219,1390.207515944649
2021-10-23T19:28:50.000000 TDB,7966.811689814815,6608.715037872563,-2399.173476374717,1462.2807641364443
2021-10-23T19:29:00.000000 TDB,7966.811805555555,6588.343059356363,-2409.848304489552,1534.1960602669046
2021-10-23T19:29:10.000000 TDB,7966.8119212962965,6567.249354077552,-2420.2345170431995,1605.9456307253597
2021-10-23T19:29:20.000000 TDB,7966.812037037037,6545.436584104444,-2430.329941650832,1677.5217194557363
2021-10-23T19:29:30.000000 TDB,7966.812152777778,6522.907492523361,-2440.1324413610937,1748.9165888573214
2021-10-23T19:29:40.000000 TDB,7966.812268518518,6499.664903200641,-2449.6399147668903,1820.1225205779479
2021-10-23T19:29:50.000000 TDB,7966.8123842592595,6475.711720358214,-2458.8502965262846,1891.1318164612956
2021-10-23T19:30:00.000000 TDB,7966.8125,6451.050928233849,-2467.761557612407,1961.9367993521269
2021-10-23T19:30:10.000000 TDB,7966.8126157407405,6425.685590698164,-2476.3717058088437,2032.5298139288357
2021-10-23T19:30:20.000000 TDB,7966.812731481482,6399.618850873474,-2484.6787858103266,2102.9032275986006
2021-10-23T19:30:30.000000 TDB,7966.812847222222,6372.853930738973,-2492.680879713806,2173.0494313597987
2021-10-23T19:30:40.000000 TDB,7966.812962962963,6345.394130731636,-2500.3761072510283,2242.960840587534
2021-10-23T19:30:50.000000 TDB,7966.8130787037035,6317.242829283498,-2507.7626262622407,2312.6298959168766
2021-10-23T19:31:00.000000 TDB,7966.813194444445,6288.403482444823,-2514.8386327881067,2382.049064110655
2021-10-23T19:31:10.000000 TDB,7966.813310185185,6258.879623436732,-2521.602361523133,2451.2108388430993
2021-10-23T19:31:20.000000 TDB,7966.813425925926,6228.6748621945735,-2528.052086085603,2520.1077415689315
2021-10-23T19:31:30.000000 TDB,7966.813541666666,6197.792884883333,-2534.1861192657575,2588.7323223454546
2021-10-23T19:31:40.000000 TDB,7966.813657407408,6166.237453440048,-2540.0028134794647,2657.07716065683
2021-10-23T19:31:50.000000 TDB,7966.813773148148,6134.012405131738,-2545.5005608281326,2725.1348662420755
2021-10-23T19:32:00.000000 TDB,7966.813888888889,6101.121652035705,-2550.6777935279088,2792.8980798765374
2021-10-23T19:32:10.000000 TDB,7966.814004629629,6067.5691805397955,-2555.5329841107728,2860.359474234018
2021-10-23T19:32:20.000000 TDB,7966.814120370371,6033.359050829784,-2560.0646458468445,2927.511754649603
2021-10-23T19:32:30.000000 TDB,7966.814236111111,5998.495396409486,-2564.2713327850033,2994.3476599388573
2021-10-23T19:32:40.000000 TDB,7966.814351851852,5962.982423556464,-2568.151640163539,3060.859963177967
2021-10-23T19:32:50.000000 TDB,7966.814467592592,5926.824410810254,-2571.7042045939306,3127.0414725246283
2021-10-23T19:33:00.000000 TDB,7966.814583333334,5890.0257083887,-2574.9277044478363,3192.8850319626845
2021-10-23T19:33:10.000000 TDB,7966.814699074074,5852.590737734206,-2577.8208598965184,3258.3835221083814
2021-10-23T19:33:20.000000 TDB,7966.814814814815,5814.523990880033,-2580.3824332815507,3323.529860990896
2021-10-23T19:33:30.000000 TDB,7966.814930555555,5775.830029962517,-2582.611229288935,3388.317004813915
2021-10-23T19:33:40.000000 TDB,7966.815046296297,5736.513486573565,-2584.5060953016255,3452.737948713498
2021-10-23T19:33:50.000000 TDB,7966.815162037037,5696.579061282486,-2586.065921427737,3516.7857275571655
2021-10-23T19:34:00.000000 TDB,7966.815277777778,5656.031522996012,-2587.289640844029,3580.45341668447
2021-10-23T19:34:10.000000 TDB,7966.815393518518,5614.875708417992,-2588.1762299479483,3643.734132653576
2021-10-23T19:34:20.000000 TDB,7966.81550925926,5573.116521370384,-2588.7247086808575,3706.621034011588
2021-10-23T19:34:30.000000 TDB,7966.815625,5530.758932293947,-2588.934140537756,3769.107322028795
2021-10-23T19:34:40.000000 TDB,7966.815740740741,5487.807977596328,-2588.803632894712,3831.1862414520456
2021-10-23T19:34:50.000000 TDB,7966.815856481481,5444.268759036852,-2588.332337123016,3892.8510812320947
2021-10-23T19:35:00.000000 TDB,7966.815972222223,5400.146443061998,-2587.5194488997145,3954.0951752574715
2021-10-23T19:35:10.000000 TDB,7966.816087962963,5355.446260267308,-2586.3642082008423,4014.911903098964
2021-10-23T19:35:20.000000 TDB,7966.816203703704,5310.173504692737,-2584.8658995886462,4075.294690700556
2021-10-23T19:35:30.000000 TDB,7966.816319444444,5264.333533189701,-2583.0238523506655,4135.237011133628
2021-10-23T19:35:40.000000 TDB,7966.816435185186,5217.931764799584,-2580.837440630311,4194.732385280577
2021-10-23T19:35:50.000000 TDB,7966.816550925926,5170.973680029703,-2578.306083701627,4253.774382559129
2021-10-23T19:36:00.000000 TDB,7966.816666666667,5123.464820262419,-2575.42924593059,4312.3566216239005
2021-10-23T19:36:10.000000 TDB,7966.816782407407,5075.410787046861,-2572.206437050502,4370.472771060432
2021-10-23T19:36:20.000000 TDB,7966.8168981481485,5026.81724143579,-2568.6372122336975,4428.116550084219
2021-10-23T19:36:30.000000 TDB,7966.817013888889,4977.689903229201,-2564.7211723362684,4485.281729216931
2021-10-23T19:36:40.000000 TDB,7966.81712962963,4928.034550386446,-2560.457963858974,4541.96213099124
2021-10-23T19:36:50.000000 TDB,7966.81724537037,4877.857018252878,-2555.847279176203,4598.151630596894
2021-10-23T19:37:00.000000 TDB,7966.8173611111115,4827.163198876223,-2550.8888565946177,4653.844156578516
2021-10-23T19:37:10.000000 TDB,7966.817476851852,4775.9590402296735,-2545.5824805686307,4709.033691485177
2021-10-23T19:37:20.000000 TDB,7966.8175925925925,4724.250545585548,-2539.927981641242,4763.714272521598
2021-10-23T19:37:30.000000 TDB,7966.817708333333,4672.043772705586,-2533.9252366398764,4817.879992210519
2021-10-23T19:37:40.000000 TDB,7966.817824074074,4619.344833137835,-2527.574168714195,4871.524999023208
2021-10-23T19:37:50.000000 TDB,7966.817939814815,4566.159891423952,-2520.874747526245,4924.643498019746
2021-10-23T19:38:00.000000 TDB,7966.8180555555555,4512.495164411114,-2513.8269891559935,4977.229751465848
2021-10-23T19:38:10.000000 TDB,7966.818171296296,4458.35692045057,-2506.430956279622,5029.278079451253
2021-10-23T19:38:20.000000 TDB,7966.818287037037,4403.751478664423,-2498.68675818173,5080.78286051173
2021-10-23T19:38:30.000000 TDB,7966.818402777778,4348.685208116074,-2490.5945509046724,5131.738532203262
2021-10-23T19:38:40.000000 TDB,7966.818518518518,4293.164527120221,-2482.154537146459,5182.139591722464
2021-10-23T19:38:50.000000 TDB,7966.818634259259,4237.195902419293,-2473.3669664040926,5231.980596467175
2021-10-23T19:39:00.000000 TDB,7966.81875,4180.785848414003,-2464.2321349841363,5281.25616462566
2021-10-23T19:39:10.000000 TDB,7966.818865740741,4123.940926382975,-2454.7503860018896,5329.960975744283
2021-10-23T19:39:20.000000 TDB,7966.818981481481,4066.6677436596647,-2444.9221095080825,5378.089771287216
2021-10-23T19:39:30.000000 TDB,7966.819097222222,4008.9729529154574,-2434.747742357659,5425.637355195193
2021-10-23T19:39:40.000000 TDB,7966.819212962963,3950.863251302678,-2424.2277683122975,5472.598594424538
2021-10-23T19:39:50.000000 TDB,7966.819328703704,3892.3453796988883,-2413.3627180061076,5518.9684195058
2021-10-23T19:40:00.000000 TDB,7966.819444444444,3833.4261218425136,-2402.1531690280813,5564.741825056368
2021-10-23T19:40:10.000000 TDB,7966.819560185185,3774.112303613076,-2390.599745782664,5609.913870331638
2021-10-23T19:40:20.000000 TDB,7966.819675925926,3714.4107921654786,-2378.7031195645495,5654.479679735785
2021-10-23T19:40:30.000000 TDB,7966.819791666667,3654.3284951529004,-2366.464008500326,5698.434443333126
2021-10-23T19:40:40.000000 TDB,7966.819907407407,3593.8723598437336,-2353.883177600492,5741.7734173674535
2021-10-23T19:40:50.000000 TDB,7966.820023148148,3533.049372388058,-2340.9614386058524,5784.491924756435
2021-10-23T19:41:00.000000 TDB,7966.820138888889,3471.8665569478635,-2327.6996500389077,5826.585355590052
2021-10-23T19:41:10.000000 TDB,7966.82025462963,3410.330974880356,-2314.0987171136103,5868.04916761527
2021-10-23T19:41:20.000000 TDB,7966.82037037037,3348.449723861339,-2300.1595917692325,5908.8788867155135
2021-10-23T19:41:30.000000 TDB,7966.820486111111,3286.2299371299064,-2285.883272499358,5949.070107391593
2021-10-23T19:41:40.000000 TDB,7966.820601851852,3223.6787825902093,-2271.2708043678144,5988.618493210131
2021-10-23T19:41:50.000000 TDB,7966.820717592593,3160.803461996608,-2256.323278905209,6027.519777278415
2021-10-23T19:42:00.000000 TDB,7966.820833333333,3097.6112100577466,-2241.0418341130085,6065.769762678545
2021-10-23T19:42:10.000000 TDB,7966.820949074074,3034.1092936641007,-2225.4276542746047,6103.364322915528
2021-10-23T19:42:20.000000 TDB,7966.821064814815,2970.305010977083,-2209.481969941812,6140.299402351347
2021-10-23T19:42:30.000000 TDB,7966.821180555556,2906.2056905962527,-2193.2060578324954,6176.571016624649
2021-10-23T19:42:40.000000 TDB,7966.821296296296,2841.8186907088952,-2176.6012407154976,6212.175253071954
2021-10-23T19:42:50.000000 TDB,7966.821412037037,2777.151398176221,-2159.6688873724383,6247.108271133268
